0.429471, 0.117274, 0.034013, 0.354221, -0.0865837, 0.229683, 0.0668324, 0.0413384, 0.130268, 0.0329103, 0.0961546, -0.0922253, -0.155873, 0.0522968, -0.0832442, 0.157288, 
0.0291196, 0.0509484, 0.190557, -0.0437223, 0.361803, 0.239029, 0.166672, -0.180467, 0.0440482, 0.0959284, -0.0438113, -0.188484, -0.043995, -0.189854, -0.23387, 0.128367, 
-0.1106, 0.00571336, -0.244797, -0.305303, 0.060938, -0.328163, 0.171195, 0.102654, -0.110637, 0.33013, -0.0586973, 0.184787, 0.0105085, 0.10668, -0.130869, -0.362839, 
0.0644081, 0.0933597, 0.00401619, 0.378148, 0.052688, -0.270789, 0.110607, -0.118195, 0.0429893, 0.353236, -0.284682, -0.20289, -0.284944, -0.132242, -0.0533475, 0.00757738, 
0.550379, 0.0208774, 0.0988312, 0.437032, -0.109851, -0.192377, 0.0978974, 0.0793519, -0.275177, -0.142329, 0.173232, 0.0410317, 0.292494, 0.0162966, -0.126072, -0.155554, 
-0.0531723, 0.181297, -0.207719, -0.138946, 0.255391, 0.356315, 0.00118498, -0.487028, 0.115338, 0.116379, -0.0770884, 0.103687, -0.071857, -0.00388477, -0.263508, 0.124474, 
-0.0746256, -0.156122, -0.290003, -0.43226, 0.0506316, -0.431033, 0.294442, -0.109937, 0.0662343, 0.180296, -0.0704996, 0.307718, 0.096697, 0.09884, -0.0672689, -0.484057, 
0.167565, -0.0552446, 0.12566, 0.500401, -0.0744273, -0.338722, -0.0261301, -0.0735274, -0.115337, 0.170631, -0.367527, 0.133396, -0.366895, -0.0848206, -0.0511389, 0.0374943, 
0.480015, -0.172697, 0.0375577, 0.408775, -0.0820337, -0.0482808, 0.0656184, 0.117997, 0.164277, -0.159787, 0.146136, -0.0903613, -0.21903, -0.126175, -0.0993738, 0.160493, 
0.188707, 0.0934754, 0.0749734, 0.126324, 0.238499, 0.355972, -0.120461, -0.308338, -0.020834, -0.158726, -0.0714944, -0.0504345, -0.0338394, 0.21957, -0.292067, 0.148937, 
0.013262, -0.00503388, -0.270073, -0.403229, -0.17164, -0.368898, 0.130815, -0.0358882, -0.106263, 0.29137, -0.0631071, 0.28636, -0.0425486, 0.103452, -0.0284832, -0.451399, 
0.196186, -0.0897931, -0.151111, 0.4637, 0.126995, -0.273975, 0.0451747, -0.238493, 0.00912306, 0.299678, -0.319989, 0.0872597, -0.338484, -0.127136, -0.0502992, 0.0348966, 
0.373467, 0.162063, 0.00170863, 0.278666, 0.190844, 0.239404, -0.112072, 0.116577, 0.0958601, -0.0526647, 0.500213, 0.104386, -0.144315, -0.0137801, -0.381209, 0.139658, 
-0.0329543, 0.0837437, 0.166676, -0.10416, 0.308496, 0.309875, 0.170978, -0.117245, 0.00966333, 0.12468, -0.39103, -0.177927, -0.0368776, -0.176337, -0.16781, 0.085642, 
-0.123676, -0.0181762, -0.262617, -0.167535, 0.0691427, -0.279852, 0.216698, 0.0459549, -0.112436, 0.358927, 0.137752, 0.182961, -0.0551803, 0.286233, -0.186742, -0.382483, 
-0.103628, 0.261836, 0.0103109, 0.149958, 0.0254054, -0.314783, -0.144174, -0.0471791, 0.0985405, 0.117565, -0.0444047, -0.244807, -0.181035, -0.148207, -0.235301, -0.0630357, 
0.440075, 0.0473412, 0.0513819, 0.322751, 0.239998, -0.22364, -0.125584, 0.212809, -0.31853, -0.251146, 0.608516, 0.29481, 0.347783, -0.0786354, -0.459024, -0.192929, 
-0.104869, 0.198396, -0.258161, -0.191356, 0.156778, 0.379937, -0.0259419, -0.409513, 0.0670144, 0.139447, -0.495031, 0.174168, -0.0227502, 0.0226959, -0.16568, 0.0952551, 
-0.0783107, -0.197528, -0.322223, -0.206736, 0.0409, -0.350037, 0.329211, -0.197587, 0.0658503, 0.2034, 0.168976, 0.298372, 0.00467647, 0.356243, -0.1353, -0.465596, 
-0.0924775, 0.134769, 0.134524, 0.157933, -0.0775722, -0.32949, -0.332799, 0.0208353, -0.0404662, -0.133167, -0.0409343, 0.143304, -0.203209, -0.0988499, -0.296196, -0.0704357, 
0.408547, -0.170375, -0.00496297, 0.314491, 0.250965, -0.0860509, -0.146961, 0.255299, 0.169288, -0.279697, 0.564987, 0.133287, -0.197436, -0.226399, -0.417107, 0.150846, 
0.181216, 0.110059, 0.0418387, 0.127719, 0.141573, 0.397887, -0.170901, -0.237905, -0.0715502, -0.163191, -0.469356, 0.0272797, -0.00187677, 0.270894, -0.215335, 0.130364, 
0.0329273, -0.0374879, -0.303981, -0.194614, -0.203852, -0.283717, 0.154596, -0.119904, -0.114527, 0.311673, 0.150444, 0.278241, -0.132631, 0.330464, -0.0760079, -0.443579, 
-0.0369977, 0.0586712, -0.162098, 0.166021, 0.168935, -0.26331, -0.245497, -0.174976, 0.0872103, 0.0239003, -0.0289746, 0.125107, -0.201899, -0.122361, -0.27645, -0.0390797, 
-0.0613601, 0.135694, -0.115694, 0.301724, 0.168422, 0.232435, -0.166515, 0.10312, 0.126365, 0.0159041, 0.0459892, 0.0421199, -0.147805, -0.111607, -0.0558535, 0.129653, 
0.0360858, -0.0932615, 0.199066, -0.0471277, 0.140562, 0.0647362, 0.16872, 0.181488, -0.0459219, 0.101741, -0.28565, -0.182926, 0.280888, -0.160507, -0.0985077, 0.12137, 
-0.106915, -0.121902, -0.336426, 0.0339721, 0.0601495, -0.296101, 0.0564939, 0.0906771, -0.155686, 0.39616, 0.221437, 0.213227, -0.176265, 0.425109, -0.253508, -0.0734804, 
-0.261546, 0.396733, 0.00411675, -0.0993826, 0.0882033, -0.00562813, -0.168463, 0.0560752, 0.229411, 0.0205498, 0.111911, -0.193389, 0.0196315, -0.140158, -0.377667, -0.30051, 
-0.081387, 0.0418544, -0.101763, 0.351014, 0.238524, -0.187373, -0.209138, 0.234721, -0.274618, -0.160954, 0.113404, 0.245023, 0.307439, -0.18746, -0.0858032, -0.1891, 
-0.0547288, -0.0254679, -0.195325, -0.145428, -0.0201129, 0.0571688, 0.00151047, -0.0431569, -0.00246835, 0.126362, -0.415719, 0.139868, 0.387291, -0.0290258, -0.0720967, 0.111413, 
-0.0712787, -0.310258, -0.427484, 0.0758072, 0.0520107, -0.362241, 0.150417, -0.125381, -0.0040107, 0.283428, 0.285375, 0.341273, -0.150411, 0.57511, -0.258517, -0.0907742, 
-0.35797, 0.333249, 0.132627, -0.188454, 0.0152012, 0.0388309, -0.36773, 0.153152, 0.12967, -0.249449, 0.17359, 0.133845, 0.0520836, -0.0943124, -0.505663, -0.383694, 
-0.0651456, -0.154352, -0.138038, 0.34451, 0.230598, -0.043458, -0.21191, 0.263399, 0.169283, -0.179828, 0.0993648, 0.0877169, -0.209706, -0.305086, -0.0617119, 0.126257, 
0.177801, -0.0896055, 0.0904484, 0.115888, -0.00566976, 0.0864697, -0.124049, 0.108455, -0.122283, -0.152407, -0.388054, -0.00554895, 0.368802, 0.145176, -0.123127, 0.134151, 
0.0189348, -0.149115, -0.398546, 0.0670515, -0.173067, -0.297187, -0.00133177, -0.046438, -0.163727, 0.377338, 0.252608, 0.308422, -0.256321, 0.512942, -0.201669, -0.0871764, 
-0.301728, 0.253235, -0.14677, -0.146743, 0.238036, 0.0689496, -0.27319, -0.0420844, 0.232655, -0.0835124, 0.150853, 0.0855239, 0.0333641, -0.129405, -0.462244, -0.323985, 
0.27477, 0.14835, 0.16156, 0.0978009, -0.186469, 0.251408, 0.147219, -0.212591, 0.11136, 0.152951, 0.00384975, -0.159836, -0.141208, 0.203158, -0.0433545, 0.10084, 
-0.0447309, 0.0711324, 0.201555, -0.0847203, 0.275604, 0.090069, 0.179093, -0.0799026, 0.0745169, 0.122327, 0.185682, -0.184816, -0.345962, -0.193843, -0.109127, 0.110662, 
-0.0924182, 0.193121, 0.0955411, -0.241429, 0.0731861, -0.0996494, 0.0164465, 0.121203, -0.0183544, -0.00446805, -0.190224, -0.0646763, 0.170957, -0.377094, 0.0535441, -0.185247, 
0.161979, -0.161634, 0.0206385, 0.332957, -0.0801998, -0.158878, 0.253484, -0.0987839, -0.126957, 0.298867, -0.285965, -0.246885, -0.229002, -0.114316, 0.365495, 0.339939, 
0.345739, 0.0310494, 0.240751, 0.0967388, -0.233997, -0.210348, 0.200741, -0.23329, -0.293176, -0.0156457, 0.0120652, -0.0523568, 0.357859, 0.177657, -0.0494737, -0.236215, 
-0.0941526, 0.192337, -0.218359, -0.146354, 0.120544, 0.147909, -0.0190957, -0.375807, 0.147252, 0.137368, 0.241255, 0.144135, -0.422475, -0.0142123, -0.0988568, 0.116692, 
-0.0474971, 0.040346, 0.127246, -0.323996, 0.0416844, -0.120458, 0.101203, -0.113371, 0.194494, -0.231873, -0.230568, -0.0318223, 0.279659, -0.480583, 0.186515, -0.235728, 
